钱包地址,节点类型,当前等级,membership等级,状态,付费类型,购买金额,购买TX,金库存入(45D+),金库总存入,金库计划,是否激活金库,直推大节点,直推小节点,节点收益,经纪人收益,earnings_capacity,问题标记
0x1C5ab0D0DAeFE9B05072DA64ae94577d698214d6,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x09Cd04cAee118215eE3da168Fe3a7ceaabe0E244,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,1,0.00,0.00,0,正常
0xC7510f41a02251A307919c943b4Cf50a2cdE9b25,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x00B7060a33767Fa08bEC576EBbB950386cCFc9df,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,2,0,0.00,0.00,0,正常
0x0D525Ed60D7F05C4E5b20B7E1c24e7455ae34394,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x0e7B6CA561d6Bd22E601Fc5663E5303eF2Cb2785,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x0EC329B5f6f67d7f8fD43d1E550b5Fa89C12b6aA,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x57F2BA5C42C5B8F77bF2BFFC73cd1750578E0405,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xfD872C0B8FE66cE543089F25Fc0015A4f41C4026,MAX,V0,-,PENDING_MILESTONES,真实付费,6000,0x043aa1539445572001df726db02a87100ed7d0f5ad8a2a7c82c0beb887878980,0,500,-,否,1,0,0.00,0.00,0,正常
0x586De1Ba39C2AF5a311790657dBca901F685AeCA,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x5c73Fd73a8a885DDD39De1d12360F201F66931D5,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x8040a17edd305f460D936F65F171eD82edBD081b,MAX,V0,-,PENDING_MILESTONES,真实付费,6000,0xa547c4a6c43fd4f69af3a0f3cfdad330c94dc11caf8757aacf219787493a1126,0,0,-,否,0,0,0.00,0.00,0,正常
0x281B6180486Ff25Ac58b020B53C7c778C16487CA,MAX,V0,-,PENDING_MILESTONES,手动调整,0,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x641870D958F9e92b0A7fF6ba5055E15319cfbd89,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x65D1CdE4b82416829F7A10B9c95dD2Ff3f9b7441,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x65d95144c6B5C1cfAa50fDe07A1cdE17a4c2b973,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x68fBBb6B702f423d57CE3345DC0eD710160C2af6,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x6b11b7fAb348CdaF0bB7E6EC9E40184B407D3693,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x6C3c7b374C8706f872b287680699386b30206848,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x6f30C4227955eD7946FCe45be9b0B36BBCe82E15,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,2,0,0.00,0.00,0,正常
0xe9a98df19DD3212C6631aecEA29563835B10cB70,MAX,V0,-,PENDING_MILESTONES,真实付费,6000,0xf10fe9b4cc529f7cb9b70583d212148077d35c664c2df08f6708474ba52946e9,0,500,-,否,0,0,0.00,0.00,0,正常
0x7108E7B8d74acD5705F8827CeCb5b72D3a7dD15D,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x79dBe35dbcC7eF09a1C1A09f5F7F7fFa7f90C21E,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,3,0,0.00,0.00,0,正常
0x7b94de62Aa494b5f1F1583500EDC9498372a401e,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,3,0,0.00,0.00,0,正常
0x7cB1204E41AC2DfB0Dcd217A1e21FD4e0d9397de,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,3,0,0.00,0.00,0,正常
0x7F46237Ac0AadA612FAB6296102a3DF04501b081,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x820c4f533CeF28D91632c1C093890290bE147B89,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x83a7f0f0C035B9331e8631a05441344ef3f80752,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x841DAB7E0C1FE24554c85Ac3E3fE58dB4105564f,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x857b44C045F37212578afC6CC5e4d934356aEEC5,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x88f4d32971cD728A3fDEF88E8ea0dac99848318e,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x8b27A5336B0870D62058B0C7F79100B80113e893,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x8c5Ec63b7767Cf1B1E3535B1312CE9FFeacb9180,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x8FA5cF4E14E5D92A41b9F6d481cad5F01998be01,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x90881eE8b9a65F0E525A88eDc2BF2F4823DA8dDc,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x91f04271de5cD04368e091dC93B65A8961B9f6A9,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xD5F525a47Dd2559a033CAf7332e158e52a2d7Fd6,MAX,V0,-,PENDING_MILESTONES,手动调整,600,0x5d5511aa16b71294c72090b2f0e8e9ce9fa9ed36dd682ec0a558d149f88d825c,0,500,-,否,0,0,0.00,0.00,0,正常
0x764DdEAC674128e682ef9664d58B7bD51E38Ea7d,MAX,V0,-,PENDING_MILESTONES,手动调整,0,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x99D92a9f592a5FC7c116e8a82c3092738B2CB450,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,2,0,0.00,0.00,0,正常
0x9aD72FA3E5AB429DceB63Ea7C1A5292E389FD01b,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x9b722216bBe94BE73097B0D4012132A0d34AC76D,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x9BB5F2662087B83966088A6922784C4E0Cf99aF6,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0x9c1A9DcDc234D15F53b1D3dF46CA2bA4fe8569D9,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x9c3ccb1D7e3d7D644865EAA087f75Ba22ab2feb5,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x9D76b7C2a39b55222952a17B4B6aB30e459e9C29,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x9Da5A90e5F4ed6D194256508049Ef23451B77Acc,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,2,0,0.00,0.00,0,正常
0x9E4fb3d12a2fDCF633909211F86c514cc0BeBEAd,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xA0dcA93798dF6F696AD0e2792237c48F3f0F869A,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xa1e61952ee89192F4B287BB224b445ab1B7B3C77,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xa240f842541a7631A73678eCB600D1E1eF9A2611,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0x99D92a9f592a5FC7c116e8a82c3092738B2CB450,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,2,0,0.00,0.00,0,正常
0xA7aAD52Cd446396eA111c839Ea70D336fBFb5d1d,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xA7f3a00795D9b7c0a6Dc7848205D51AAbE0F6D57,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,2,0,0.00,0.00,0,正常
0xA83cAD42090eA362f1E3B81ABF7D5772B4ecF35D,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,3,0,0.00,0.00,0,正常
0xB2Ac011124fF0D80C972FcB008a43ba5e2eA6118,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xB6F1DaB5DcfcAC50172e7Fdd75945507f9c6067a,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xBC301AbcA83A0e57A67EDc3065676808B2c09B1E,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xBc557EaA23FB7DF91363660912E59540dD539830,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xbdC2AC3429a9BfDc1c59891a21A7dcf77F652F2c,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xBe160734D799f95Bca19EE4a3558374963F5dCd0,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xbEc776EFd3A0311A24F2294a571a9C67dDc93595,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xBf4b26E919Ee9670d6ACAbB27c58b4F2220904aA,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xbf8dE3f119b3a4bEDE1542CAa53BE4Fa44C5d31a,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xC2c085d4139eDdc6e95B1A0765241d642d9a5533,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xC52CD92a81F396ce42E7A19DEb8CeF5c26F5CC75,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xc739644DD030a5201EEa4e9363d128075cbA68A0,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,0,0,0.00,0.00,0,正常
0xC75011667f81F5F629F421c0adCe397f61c1b46D,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xF5973BA343d9d09ef383bA682640453e2f2f4D65,MAX,V0,-,PENDING_MILESTONES,手动调整,0,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xcAd02a50D762e85E5ABf51b028800a721CF665F0,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x2A56d445bA2aD5Bd9C1Bb592793deA1a3427cD8A,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,500,-,否,0,0,0.00,0.00,0,正常
0xcB60199d06568Cbf342A19De186126b0cdAF1827,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x29C51ecda2AE90af76889dF210D5ab3874bD3A1d,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x444a4c3DEA5db8258797db671Df8C82BE4b84daF,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x498F383E6A96f134d1cDe51Bf9C11618066631b0,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x5766EA2d002d4Ac5AE51388824ebeD53A0a158f7,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0xaf34D3e4b64353897d34Da4FE34879c59aEa02A5,MAX,V0,-,PENDING_MILESTONES,手动调整,6600,-,0,0,-,否,1,0,0.00,0.00,0,正常
0x133e61b77Fa4E853302066d2b79C3eA0B14B1d38,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0x5e59c7cc24e1ef1aa73f1a300e34493d426a48f27cfad0b365818e22e91cbe75,10000,10500,90_DAYS,是,0,6,18.00,12.81,1,正常
0x55952aad5fd6235A0CA08Bc6e35D7Ee7e0913e78,MINI,V4,V4,PENDING_MILESTONES,真实付费,1100,0xd3c43ab115cedfa132bc9a5d901029207a14206240997552809ae6e92f67d6c8,2000,2500,90_DAYS,是,0,0,0.00,0.00,1,正常
0x9B2E34C7311d11505e371623bB7265329481b7cD,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0x38298823b96038976732f2e70a510e6ecab2053350828cb1a5fdec68372eb5ab,1200,1700,90_DAYS,是,1,0,18.00,4.99,1,正常
0x3Aa1d83bC41ADDD986500B02d212620bef326635,MINI,V4,V4,PENDING_MILESTONES,真实付费,1100,0xd1d02ea913d7aa096315ddd4b4fe959fd739e84f223bb8c3ba1a997da7839316,1000,1500,90_DAYS,是,0,0,9.00,24.56,1,正常
0xF65Dcd597242fd5FF8d1c25F623775e935Ef65BF,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0xe1e3a130423fc03e547df6b8a30206a486ddace364e86a2600c5f498a1d75427,1000,1500,90_DAYS,是,0,0,9.00,0.00,1,正常
0xa446b51E10fc042B108f844B6a99d9D51597E009,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0x9c39d5d36b5f3757df5b2fd644ff82afcc074c60a746b1e277c8695c1c34a9b4,1000,1500,90_DAYS,是,0,3,9.00,21.83,1,正常
0x11736C8fB1eB00CF509e7d012bEe20738b4171fe,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0x9ecfb504d9655c295901e08508a6022d2d97b2a5ff4e42f4bf206a1d60993ad1,1000,1500,90_DAYS,是,0,1,18.00,34.12,1,正常
0x325332493C76a728616DfD57fB4827a8E55f5044,MINI,V4,V4,PENDING_MILESTONES,真实付费,1000,0x7b4aa30eed410ea99befa0be2819e42d288741e17aeefecaf00e647ef1062740,1000,1000,90_DAYS,是,0,0,0.00,0.00,1,正常
0xcD497b5cA70da12a84De1dAdb13D82a873F9017C,MINI,V4,V4,PENDING_MILESTONES,真实付费,1100,0xee22fa969de3fd1983da077885f90e3f99ab6548defbd258770355903cb0c786,1000,1500,90_DAYS,是,0,0,0.00,0.00,1,正常
0xa3f0900923f4d223c314Aa877E3FCDDE934acff1,MINI,V3,V3,PENDING_MILESTONES,真实付费,1000,0x244a886bd69addd5d5147dd4b212726b51c5635380eeae612f9ffb9276d67bf1,500,1000,90_DAYS,是,0,2,18.00,29.51,1,正常
0xeC81b37E067C8c9C2cC3de371077F66cF9d37C9F,MINI,V3,V3,PENDING_MILESTONES,真实付费,1000,0x0ab713c1ce786fecc4fe2bf2861aaae7cb0676207f7114d0f8c90b23da9f02bf,500,1000,90_DAYS,是,0,1,18.00,4.27,1,正常
0x0DBDB85e7FF000B552987e7A9ceDce672F8DC710,MINI,V3,V3,PENDING_MILESTONES,真实付费,1000,0x0594aad05bdf606590a5039ae53a4ec612161a1fef9405552bc6b8258d784c25,500,1000,90_DAYS,是,0,2,18.00,8.57,1,正常
0xD7537b85f5BaadD4753E8B04E173F3238746A3Ca,MINI,V3,V3,PENDING_MILESTONES,真实付费,1000,0xfafe8cfa57f78911b429afcc2be60dce56ad987de6df62cb4c5772d26b9c4a54,500,1000,90_DAYS,是,0,0,18.00,0.00,1,正常
0xb1e72E9D4216F38FCcadA1B8A1f99D52cA828D0D,MINI,V2,V2,PENDING_MILESTONES,真实付费,1000,0x1ceb97b6d3e5ddc8bdcf6d1b1ca6b0c3f1d6edc1e4b50b704f6cd56a9da3b4fe,0,300,-,否,0,0,9.00,0.00,1,有等级无金库
0x376f5edb3678Ee51a06d70e0Bb0b915A5C49C012,MINI,V1,V1,PENDING_MILESTONES,真实付费,1000,0x5dd6c4b338e7dcb541ed705da0c88900e8618446103dd71ea9e0e968af64f6e3,100,600,90_DAYS,是,2,0,18.00,3.28,1,正常
0xDbd878F6d3816970C405655d5EcFe1E50eAff75b,MINI,V1,V1,PENDING_MILESTONES,真实付费,1000,0xf43abbb8a65fa68818c8b0929c69ed00157c983eb6ec083782cc61ab308de3a0,100,600,90_DAYS,是,1,0,18.00,2.30,1,正常
0x783ab45e19dbCB56dE0D5F14d80409798Cb1a8c1,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x70ca52800866f63c7893a2e2ec482f929249c1752496e4c0ba58f419b6a353a0,0,500,-,否,0,0,0.00,0.00,0,正常
0x943A0F62E1DA5a89D572363e5Cc04b9DE8c1CCbC,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xf67349ff57c31e6fc1a2a9f5b3382e16bc60d5b1a06e6e69e8d76777a8e538dc,0,0,-,否,1,0,0.00,0.00,0,正常
0x64F28b2a86b14F39692B5B70B914281cDf508E43,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x9df822e64a9df4089338e67f62a60e7b6b70fd8e5e14ae046936a94d92a1b5c3,0,0,-,否,1,1,0.00,0.00,0,正常
0x8AE141D6f371FB3cfE84E3196D6F9DA3E50dE1d5,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x38cf491788096d938a4f02e798b76a7db87622dc0a593bd9d3133887e37c4c7c,0,500,-,否,0,2,0.00,0.00,0,正常
0x74E755261e1AF23081403A3b31bF647d7aD0Be80,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xcf3ed7591d025329b6b2572bb498bf0903f427cc887420e684f85cfe31b29627,0,500,-,否,0,0,0.00,0.00,0,正常
0xD200fEA30D268AD468A0388FF977E7d91DFAF0cb,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xf4721160368278c11157e8f00c395fddc4499111d798eb060460a782499b6734,0,500,-,否,0,0,0.00,0.00,0,正常
0x65C349ce02CbF13c8e974289a5B6241a25c4ad70,MINI,V0,-,PENDING_MILESTONES,真实付费,1100,0xfe721dfe28d030df20655ed7e2d334d70710d0835be017243697927d4549c344,0,0,-,否,0,0,0.00,0.00,0,正常
0x01A4cEE826aaAD79D55967A575638bF3FB833F0a,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x04d433f8614f6f70cacd289b90d8db7d4ccd268ce0d1f8d25fc5cc236719cc98,0,500,-,否,0,0,0.00,0.00,0,正常
0xA86E80f31093278Fad741aa9D0129befaC368554,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xa4c2f5cfdb6d57215251f542d4c6c1e30b81706f2efcdbd287d1a0b14f72b9c6,0,0,-,否,2,0,0.00,0.00,0,正常
0xa35eB11E5209F4942BE3e6856ccf0F16c3bD1c84,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xda3511bf739780f80dcd18855ef5e438655801110d82689e2adff8019804b9e2,0,0,-,否,1,0,0.00,0.00,0,正常
0x1412344426c59aAF8D301fBeA148BaD671200Ed5,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x110ce357f91f4e2703c4ef456d8c2b3de1d2020d7bdef96cf0f54081de3c9609,0,500,-,否,0,0,0.00,0.00,0,正常
0x18f9319BA17c78bC844A1a0BfbD25AC553c29655,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xc2489007370006972d0978956f73edbf9bf96047fa90945334e9cf15f93ce3db,0,0,-,否,0,0,0.00,0.00,0,正常
0xE5C459E2a958c44634DB447A75068773e6e31E46,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xc9eec464d4fcddd9de1c46a601613047e7ddb63654f5f4bc343bcd856677e569,0,500,-,否,0,0,0.00,0.00,0,正常
0x07669AeF9BEC21b607a815933d7eF83FA0f2f7aD,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xc1b3ea47ec0561f2cbf419bf986c2d01f12a612e3cb3cbd4ae1571e4bbf6f2dc,0,500,-,否,0,0,0.00,0.00,0,正常
0x8f15a90515fF8E2f8fa446Cc5c60EB033664273D,MINI,V0,-,PENDING_MILESTONES,真实付费,1100,0xd5a3058d1e42b5c1dd988a634fe9fcdb5fd6e2cccc88f05a0f01ef5bbd63fc9b,0,500,-,否,0,0,0.00,0.00,0,正常
0xAe14047cceaC9b9D5459aC99D0298cB039C7E238,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x99197670451231209f1f84184f29f610ad8ac8c4bae0dd1dcb5e31d62d61ab89,0,0,-,否,1,2,0.00,0.00,0,正常
0xEC2f75f74CD4520b20055BD519Db0aa4F630F6ff,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xfc39ebca0794589a29e3b717202d087ffa48cd93881aef47aaa7cb202b13905d,0,0,-,否,0,0,0.00,0.00,0,正常
0x1EA2A90ed43fd8f96c7D034C3c42C1af1C5F89f0,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x1ae2d588c2f0d79ee46cde58cc52823a9b7ea7e2c791321ecec961dcae7811ce,0,0,-,否,1,2,0.00,0.00,0,正常
0xb77F26cc2e2129ed97512ac66f41f8eab79ccba8,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x2cb1353ca5c0096ccb7a7f89ec44a5cb5619667b929ae3198ff8bcf79abac4d5,0,0,-,否,0,0,0.00,0.00,0,正常
0x9D7F02C8CdF9815A9538Dd2857957DA5878c0138,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xf17da969f625101c49c0b0243fc1438ac5e34eefcd4d9abadd3f16d41327f222,0,0,-,否,1,0,0.00,0.00,0,正常
0xAc318c4e57e783621885E34EE732f097E6394074,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x718c9a1aeb6c3eece97a24071d3441ee9fefb63cf5bf5eb388fb3d70c6f21803,0,0,-,否,0,0,0.00,0.00,0,正常
0x74970f52a8dD77b272de263e7fad672ad0a80a0B,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0xb21c4995bc91c7a7fc32a7bdac2c0421a904bd222b4e91d9ad20ce1ea3e7b234,0,0,-,否,0,0,0.00,0.00,0,正常
0x287406C5599f298e61d0DEA8e333b41982EE67A8,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x07454dfed2d641e55c428113b115750414dc9925a5fb2941d0373f5eb3b3c558,0,0,-,否,1,0,0.00,0.00,0,正常
0x9a71Bd637ffE4bA44c4Cf07EAf38E80ff0FfDFd5,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x629f16794722f0a22f9b80ef8ec44b35f04ae9dbaa91700c31ca2a76d784608b,0,500,-,否,0,0,0.00,0.00,0,正常
0x3Df0620A02bfd3B7670253F6D974024FFb872f67,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x2ee66a6363b2bf374095874e35933bef92862b2ead4900f78ef3a58eadeadb29,0,0,-,否,1,0,0.00,0.00,0,正常
0x17a39D33febCFf0A067750f13c75319E45484ccb,MINI,V0,-,PENDING_MILESTONES,真实付费,1000,0x7c7f09f2a4554886334fe35936d9aae623703d4abeda8821791a438f3a6ed099,0,0,-,否,1,0,0.00,0.00,0,正常
